연번,호선,역명,장비종류,호기,승강기번호,운행구간,설치위치
1,1,서울역(1),E/L,내부#1,0074-205,B2(승)~B1(대),섬식(상) 5-1
2,1,서울역(1),E/L,외부#1,0104-656,B1(대)~지상,2번 출구측
3,1,서울역(1),E/L,외부#2,0105-867,B1(대)~지상,4번 출구측
4,1,서울역(1),E/L,외부#3,0073-979,B1(대)~지상,3번 출구측
5,1,시청(1),E/L,내부#1,0002-888,B2(승)~B1(대),상행 3-2
6,1,시청(1),E/L,내부#2,0002-887,B2(승)~B1(대),하행 8-3
7,1,시청(1),E/L,외부#1,0002-889,B1(대)~지상,1-2번 출구사이
8,1,종각,E/L,내부#1,0000-506,B2(승)~B1(대),상행 6-4
9,1,종각,E/L,내부#2,0000-507,B2(승)~B1(대),하행 4-4
10,1,종각,E/L,외부#1,0000-508,B1(대)~지상,3번 출구측
11,1,종각,E/L,외부#2,0113-945,B1(대)~지상,1번 출구측
12,1,종로3가(1),E/L,내부#1,0000-512,B2(승)~B1(대),상행 4-4
13,1,종로3가(1),E/L,내부#2,0000-513,B2(승)~B1(대),하행 6-4
14,1,종로3가(1),E/L,외부#1,0073-426,B1(대)~지상,12-13번 출구측
15,1,종로5가,E/L,내부#1,0000-533,B2(승)~B1(대),상행 8-3
16,1,종로5가,E/L,내부#2,0000-534,B2(승)~B1(대),하행 3-2
17,1,종로5가,E/L,외부#1,0000-535,B1(대)~지상,8-9번 출구측
18,1,동대문(1),E/L,내부#1,0000-906,B2(승)~B1(대),상행 10-4
19,1,동대문(1),E/L,내부#2,0000-907,B2(승)~B1(대),하행 2-1
20,1,동대문(1),E/L,외부#1,0000-905,B1(대)~지상,6번 출구측
21,1,동묘앞,E/L,내부#1,0000-946,B1(승)~4F(건),본관건물(상)6-2
22,1,동묘앞,E/L,내부#2,0000-943,B2(연)~BM2~B1(승),상행 10-3
23,1,동묘앞,E/L,내부#3,0000-947,B2(환)~B1(승),상행 4-8
24,1,동묘앞,E/L,내부#4,0000-948,B2(연)~B1(승),하행 7-3
25,1,동묘앞,E/L,내부#5,0000-944,B2(환)~B1(승),하행 1-2
26,1,동묘앞,E/L,외부#1,0000-945,B1(승)~BM1~지상,1-10번 출구 사이
27,1,동묘앞,E/L,외부#2,0000-960,B1(승)~지상,3번 출구측
28,1,신설동(1),E/L,내부#1,0083-762,B2(승)~B1(대),상행 3-4
29,1,신설동(1),E/L,내부#2,0083-764,B2(승)~B1(대),하행 8-1
30,1,신설동(1),E/L,외부#1,0003-532,B1(대)~지상,1번 출구측
31,1,신설동(1),E/L,외부#2,0083-761,B1(대)~지상,"2,3번 출구사이"
32,1,신설동(1),E/L,외부#3,0083-763,B1(대)~지상,"4,5번 출구사이"
33,1,제기동,E/L,내부#1,0043-600,B2(승)~B1(대),상행 9-4
34,1,제기동,E/L,내부#2,0027-701,B2(승)~B1(대),하행 2-1
35,1,제기동,E/L,외부#1,0093-165,B1(대)~지상,1번 출구측
36,1,청량리(1),E/L,외부#1,0027-702,B2(대)~지상,6번 출구측
37,2,시청(2),E/L,내부#1,0042-520,B3(승)~B2대)~B1(대),섬식(외) 6-2
38,2,시청(2),E/L,외부#1,0002-886,B1(대)~지상,9번 출구측
39,2,을지로입구,E/L,내부#1,0003-059,B2(승)~B1(대),외선 5-3
40,2,을지로입구,E/L,내부#2,0003-058,B2(승)~B1(대),내선 6-2
41,2,을지로입구,E/L,외부#1,0124-101,B1(대)~지상,1번출구측
42,2,을지로입구,E/L,외부#2,0104-712,B1(대)~지상,5번 출구측
43,2,을지로3가(2),E/L,내부#1,0042-132,B2(승)~B1(대),외선 8-3
44,2,을지로3가(2),E/L,내부#2,0042-133,B2(승)~B1(대),내선 3-2
45,2,을지로4가,E/L,내부#1,0042-130,B2(승)~B1(대),외선 3-2
46,2,을지로4가,E/L,내부#2,0042-131,B2(승)~B1(대),내선 8-3
47,2,을지로4가,E/L,외부#1,0102-390,B1(대)~지상,8번출구
48,2,동대문역사문화공원(2),E/L,내부#1,0003-055,B2(승)~B1(대),외선 8-3
49,2,동대문역사문화공원(2),E/L,내부#2,0003-056,B2(승)~B1(대),내선 3-2
50,2,동대문역사문화공원(2),E/L,외부#1,0039-324,B1(대)~지상,1번 출구측
51,2,신당,E/L,외부#1,0004-367,B1(대)~지상,2번 출구측
52,2,신당,E/L,내부#1,0103-796,B2(승)~B1(대),외선 3-4
53,2,신당,E/L,내부#2,0103-797,B2(승)~B1(대),내선 7-4
54,2,상왕십리,E/L,내부#1,0042-156,B2(승)~B1(대),외선 8-1
55,2,상왕십리,E/L,내부#2,0042-157,B2(승)~B1(대),내선 3-4
56,2,상왕십리,E/L,외부#1,0117-183,B1(대)~지상,2-3출구 사이
57,2,왕십리,E/L,내부#1,0003-466,B3(승)~B2(대),외선 3-2
58,2,왕십리,E/L,내부#2,0068-689,B3(승)~B2(대),내선 3-4
59,2,한양대,E/L,내부#1,0042-129,F1(승)~F2(대),섬식(외) 3-3
60,2,한양대,E/L,외부#1,0042-128,지상~F2(대),4번 출구(육교)
61,2,뚝섬,E/L,내부#1,0003-051,F2(대)~F3(승),외선 7-1
62,2,뚝섬,E/L,내부#2,0003-050,F2(대)~F3(승),내선 7-1
63,2,뚝섬,E/L,외부#1,0003-049,지상~F2(대),3번 출구측
64,2,뚝섬,E/L,외부#2,0131-787,지상~F2(대),6번출구
65,2,성수,E/L,내부#1,0074-865,F2(대)~F3(승),외선 7-1
66,2,성수,E/L,내부#2,0074-866,F2(대)~F3(승),내선 4-4
67,2,성수,E/L,외부#1,0039-325,지상~F1(대),1번 출구측
68,2,성수,E/L,외부#2,0039-327,지상~F1(대),4번 출구측
69,2,신답,E/L,내부#1,0039-326,F1(승)~F2(대),외선 2-4
70,2,신답,E/L,내부#2,0104-461,F1(승)~F2(대),내선 3-2
71,2,용두,E/L,내부#1,0054-021,B2(승)~B1(대),외선 1-1
72,2,용두,E/L,내부#2,0054-022,B2(승)~B1(대),내선 4-3
73,2,용두,E/L,외부#1,0054-023,B1(대)~지상,3번 출구측
74,2,용두,E/L,외부#2,0054-024,B1(대)~지상,4번 출구측
75,2,신설동(2),E/L,내부#1,0027-703,B2(승)~B1(대),섬식(외) 4-3
76,2,신설동(2),E/L,외부#1,0044-516,B1(대)~지상,9번 출구측
77,2,건대입구,E/L,내부#1,0108-564,2(대)~3(승),섬식(외)5-4
78,2,건대입구,E/L,외부#1,0095-448,지상~F2(대)~F3(승),7-3 ~6번 출구측
79,2,구의,E/L,내부#1,0028-196,F2(대)~F3(승),섬식(외)4-3
80,2,구의,E/L,외부#1,0028-197,지상~F2(대)~F3(승),7-2 ~ 2번 출구측
81,2,강변,E/L,내부#1,0093-166,F1(대)~F2(승),외선 4-2
82,2,강변,E/L,내부#2,0093-167,F1(대)~F2(승),내선 7-3
83,2,잠실나루,E/L,내부#1,0012-789,F1(대)~F2(승),외선 3-4
84,2,잠실나루,E/L,내부#2,0012-790,F1(대)~F2(승),내선 8-1
85,2,잠실,E/L,내부#1,0007-841,B2(승)~B1(대),외선 5-2
86,2,잠실,E/L,내부#2,0007-842,B2(승)~B1(대),내선 6-3
87,2,잠실,E/L,외부#1,0065-637,B1(상가)~지상,6번 출구측
88,2,잠실,E/L,외부#2,0089-517,B1(대)~지상,"1,2번출구측"
89,2,잠실새내,E/L,내부#1,0008-945,B2(승)~B1(대),외선 7-3
90,2,잠실새내,E/L,내부#2,0008-946,B2(승)~B1(대),내선 4-1
91,2,잠실새내,E/L,외부#1,0075-476,B1(대)~지상,7번 출구측
92,2,잠실새내,E/L,외부#2,0008-670,B1(대)~지상,2번 출구측
93,2,종합운동장,E/L,내부#1,0008-146,B2(승)~B1(대),외선 2-4
94,2,종합운동장,E/L,내부#2,0008-147,B2(승)~B1(대),내선 8-4
95,2,종합운동장,E/L,외부#1,0008-148,B1(대)~지상,6번 출구측
96,2,삼성,E/L,내부#1,0007-844,B2(승)~B1(대),섬식(외) 3-1
97,2,삼성,E/L,외부#1,0007-843,B1(대)~지상,1번 출구측
98,2,삼성,E/L,외부#2,0014-060,B1(대)~지상,6번 출구측
99,2,삼성,E/L,외부#3,0075-477,B1(대)~지상,8번 출구측
100,2,삼성,E/L,외부#4,0105-289,B1(대)~지상,4번 출구측
101,2,선릉,E/L,외부#1,0066-856,B1(대)~지상,1번 출구측
102,2,선릉,E/L,외부#2,0105-099,B1(대)~지상,5번 출구측
103,2,선릉,E/L,외부#3,0072-904,B1(대)~지상,10번 출구측
104,2,역삼,E/L,내부#1,0075-561,B2(승)~B1(대),외선 7-3
105,2,역삼,E/L,내부#2,0075-562,B2(승)~B1(대),내선 4-1
106,2,역삼,E/L,외부#1,0065-638,B1(대)~지상,3번 출구측
107,2,역삼,E/L,외부#2,0075-563,B1(대)~지상,4번 출구측
108,2,강남,E/L,내부#1,0087-544,B2(승)~B1(대),외선 8-1
109,2,강남,E/L,내부#2,0087-545,B2(승)~B1(대),내선 3-4
110,2,강남,E/L,외부#1,0087-546,B1(상가)~지상,1번 출구측
111,2,강남,E/L,외부#2,0087-547,B1(상가)~지상,10번 출구측
112,2,교대(2),E/L,내부#1,0008-151,B2(승)~B1(대),외선 8-4
113,2,교대(2),E/L,내부#2,0008-152,B2(승)~B1(대),내선 3-1
114,2,교대(2),E/L,외부#1,0046-583,B1(대)~지상,5번 출구측
115,2,서초,E/L,내부#1,0008-943,B2(승)~B1(대),외선 2-4
116,2,서초,E/L,내부#2,0008-944,B2(승)~B1(대),내선 9-1
117,2,서초,E/L,외부#1,0075-478,B1(대)~지상,1번 출구측
118,2,서초,E/L,외부#2,0072-667,B1(대)~지상, 4번출구 
119,2,방배,E/L,내부#1,0008-947,B2(승)~B1(대),외선 8-3
120,2,방배,E/L,내부#2,0008-948,B2(승)~B1(대),내선 3-1
121,2,방배,E/L,외부#1,0046-582,B1(대)~지상,3번 출구측
122,2,사당(2),E/L,내부#1,0091-437,B2(승)~B1(대),섬식(외)4-4
123,2,사당(2),E/L,외부#1,0091-438,B1(대)~지상,14번 출구측
124,2,사당(2),E/L,외부#2,0098-381,B1(대)~지상,6번 출구측
125,2,낙성대,E/L,내부#1,0020-064,B2(승)~B1(대),외선 8-2
126,2,낙성대,E/L,내부#2,0020-065,B2(승)~B1(대),내선 3-3
127,2,낙성대,E/L,외부#1,0020-066,B1(대)~지상,6번 출구측
128,2,서울대입구,E/L,내부#1,0020-839,B2(승)~B1(대),섬식(외)6-3
129,2,서울대입구,E/L,외부#1,0110-204,B1(대)~지상,6번 출구측
130,2,서울대입구,E/L,외부#2,0114-806,B1(대)~지상,2번 출구측
131,2,봉천,E/L,내부#1,0060-936,B2(승)~B1(대),섬식(외)6-3
132,2,봉천,E/L,외부#1,0060-937,B1(대)~지상,4번 출구측
133,2,신림,E/L,내부#1,0019-759,B2(승)~B1(대),섬식(외) 4-4
134,2,신림,E/L,외부#1,0019-760,B1(대)~지상,1번 출구측
135,2,신림,E/L,외부#2,0092-886,B1(대)~지상,5번 출구측
136,2,신대방,E/L,내부#1,0020-955,F2(대)~F3(승),외선 3-4
137,2,신대방,E/L,내부#2,0020-956,F2(대)~F3(승),내선 8-1
138,2,신대방,E/L,외부#1,0020-957,지상~F2(대),1번 출구측
139,2,구로디지털단지,E/L,내부#1,0019-757,지상~F2(대),외선 3-4
140,2,구로디지털단지,E/L,내부#2,0019-758,F2(대)~F3(승),내선 7-4
141,2,구로디지털단지,E/L,외부#1,0019-756,F2(대)~F3(승),6번출구
142,2,구로디지털단지,E/L,외부#2,0156-754,F1-F2,"2,3번 출구"
143,2,대림,E/L,외부#1,0107-009,지상~F2(대),7번 출구측(육교)
144,2,대림,E/L,외부#2,0060-929,지상~F2(대),4번 출구측(육교)
145,2,대림,E/L,내부1,0060-928,F2(대)~F3(승),외선 3-2
146,2,대림,E/L,내부2,0060-927,F2(대)~F3(승),내선 8-3
147,2,신도림,E/L,내부#1,0085-969,B2(승)~B1(대),섬식 3-2
148,2,신도림,E/L,내부#2,0098-197,B2(승)~B1(대),섬식 4-4
149,2,신도림,E/L,외부#1,0109-522,B1(대)~F1~F2,1번 출입구
150,2,신도림,E/L,외부#2,0098-196,B1(대)~지상,2번 출구측
151,2,도림천,E/L,내부#1,0022-597,B3(승)~B2(대),섬식(지) 4-4
152,2,도림천,E/L,외부#1,0022-596,B3(승)~B2(대)~B1(대),1~2번 출구사이
153,2,양천구청,E/L,내부#1,0020-959,B2(승)~B1(대),외선 4-1
154,2,양천구청,E/L,내부#2,0020-960,B2(승)~B1(대),내선 3-3
155,2,양천구청,E/L,외부#1,0020-958,B1(대)~지상,1번 출구측
156,2,신정네거리,E/L,내부#1,0060-930,B3(승)~B2(대),외선 4-1
157,2,신정네거리,E/L,내부#2,0060-931,B3(승)~B2(대),내선 3-4
158,2,신정네거리,E/L,외부#1,0060-932,B2(대)~지상,2번 ~3번출구측
159,2,문래,E/L,내부#1,0021-258,B2(승)~B1(대),외선 7-4
160,2,문래,E/L,내부#2,0021-259,B2(승)~B1(대),내선 4-1
161,2,문래,E/L,외부#1,0107-085,B1(대)~지상,5번 출구
162,2,문래,E/L,외부#2,0133-667,B1(대)~지상,1번출구
163,2,영등포구청,E/L,내부#1,0021-255,B2(승)~B1(대),외선 8-4
164,2,영등포구청,E/L,내부#2,0021-256,B2(승)~B1(대),내선 3-1
165,2,영등포구청,E/L,외부#1,0021-254,B1(대)~지상,2번 출구측
166,2,영등포구청,E/L,외부#2,0157-040,B1-F1,5번 출구측
167,2,당산,E/L,내부#1,0020-068,F2(대)~F3(승),외선 8-3
168,2,당산,E/L,내부#2,0020-069,F2(대)~F3(승),내선 3-2
169,2,당산,E/L,외부#1,0020-067,지상~F2(대),4번 출구측
170,2,당산,E/L,외부#2,0156-907,F1(지상)~F2(대),3번 출구측
171,2,합정,E/L,내부#1,0073-427,B2(승)~B1(대),외선 4-1
172,2,합정,E/L,내부#2,0042-092,B2(승)~B1(대),내선 7-3
173,2,합정,E/L,외부#1,0103-758,B1(대)~지상,1번 출구측
174,2,합정,E/L,외부#2,0073-978,B1(대)~지상,4번 출구측
175,2,홍대입구,E/L,내부#1,0102-349,B2(승)~B1(대),섬식(외)7-2
176,2,홍대입구,E/L,외부#1,0102-350,B1(대)~지상,8번 출구측
177,2,신촌,E/L,내부#1,0102-373,B2(승)~B1(대),외선 8-4
178,2,신촌,E/L,내부#2,0102-374,B2(승)~B1(대),내선 4-4
179,2,신촌,E/L,외부#1,0039-954,B1(대)~지상,4번 출구측
180,2,신촌,E/L,외부#2,0127-889,B1(대)~지상,6번출구
181,2,이대,E/L,내부#1,0102-372,B2(승)~B1(대),섬식(외) 2-2
182,2,이대,E/L,외부#1,0042-093,B1(대)~지상,6번 출구측
183,2,이대,E/L,외부 2,0152-647,B1(대)-F1(지상),2번 출구
184,2,아현,E/L,내부#1,0102-369,B2(승)~B1(대),외선 7-2
185,2,아현,E/L,내부#2,0102-370,B2(승)~B1(대),내선 4-3
186,2,아현,E/L,외부#1,0042-109,B1(대)~지상,3번 출구측
187,2,아현,E/L,외부#2,0129-011,B1(대)~지상,1번 출구측
188,2,충정로,E/L,내부#1,0039-953,B3(승)~B2(대),섬식(외) 2-1
189,2,충정로,E/L,외부#1,0105-868,B2(대)~지상,5번 출구측
190,3,지축,E/L,내부#1,2040-730,1F(대)~2F(승),섬식(상) 2-1
191,3,구파발,E/L,내부#1,0081-259,B2(승)~B1(대),섬식(상) 5-3
192,3,구파발,E/L,외부#1,0081-260,B1(대)~지상,1번 출구측
193,3,연신내,E/L,내부#1,0102-345,B2(승)~B1(대),섬식(상) 6-1
194,3,불광,E/L,내부#1,0039-994,B2(승)~B1(대),상행 3-3
195,3,불광,E/L,내부#2,0002-833,B2(승)~B1(대),하행 8-2
196,3,불광,E/L,외부#1,0102-055,B1(대)~지상,1번 출구측
197,3,녹번,E/L,내부#1,0102-399,B2(승)~B1(대),섬식(상) 3-1
198,3,녹번,E/L,외부#1,0080-695,B1(대)~지상,3번 출구측
199,3,녹번,E/L,외부#2,0127-909,B1(대)~지상,1번출구
200,3,홍제,E/L,내부#1,0102-346,B3(승)~B2(대),섬식(상) 3-4
201,3,홍제,E/L,외부#1,0039-995,B2(대)~지상,4번 출구측
202,3,홍제,E/L,외부#2,0073-438,B1(대)~지상,1번 출구측
203,3,무악재,E/L,내부#1,0082-061,B3(승)~B2(대),상행 3-3
204,3,무악재,E/L,내부#2,0082-062,B3(승)~B2(대),하행 8-2
205,3,무악재,E/L,외부#1,0082-063,B2(대)~지상,1번 출구측
206,3,독립문,E/L,내부#1,0039-996,B3(승)~B2(대),섬식(상) 9-1
207,3,독립문,E/L,외부#1,0102-347,B2(대)~지상,4번 출구측
208,3,경복궁,E/L,내부#1,0000-388,B3(승)~B2(대),섬식(상) 6-2
209,3,경복궁,E/L,외부#1,0000-719,B2(대)~지상,4번 출구측
210,3,안국,E/L,내부#1,0000-591,B3(승)~B2(대),섬식(상) 3-2
211,3,안국,E/L,외부#1,0000-592,B2(대)~지상,6번 출구측
212,3,종로3가(3),E/L,내부#1,0125-744,"대합실 ⇔ 승강장","지축방향 4-3, 오금방향 7-1"
213,3,종로3가(3),E/L,외부#1,0125-743, 대합실 ⇔ 8번출구,8번출구
214,3,을지로3가(3),E/L,내부#1,0040-427,B3(승)~B2(대)~B1(대),섬식(상) 6-3
215,3,을지로3가(3),E/L,외부#1,0040-428,B1(대)~지상,10번 출구측
216,3,동대입구,E/L,내부#1,0003-046,B3(승)~B2(대),섬식(상) 3-3
217,3,동대입구,E/L,내부#2,0118-605,B2(대)~B1(대),내부-2
218,3,동대입구,E/L,외부#1,0102-299,B2(대)~지상,6번 출구측
219,3,약수,E/L,내부#1,0102-482,B2(승)~B1(대),섬식(상) 8-4
220,3,약수,E/L,외부#1,0073-377,B1(대)~지상,3번 출구측
221,3,금호,E/L,내부#1,0102-309,B2(승)~B1(대),섬식(상) 3-2
222,3,금호,E/L,외부#1,0041-329,B1(대)~지상,2번 출구측
223,3,금호,E/L,외부#2,0145-645,B1(대)~지상,3번 출구측
224,3,옥수,E/L,내부#1,0074-036,F2(대)~F3(승),상행 10-1
225,3,옥수,E/L,내부#2,0074-037,F2(대)~F3(승),하행 1-2
226,3,옥수,E/L,외부#1,0040-429,지상~F2(대),4-5번출구 사이
227,3,압구정,E/L,내부#1,0033-201,B2(승)~B1(대),상행 8-2
228,3,압구정,E/L,내부#2,0033-202,B2(승)~B1(대),하행 3-2
229,3,압구정,E/L,외부#1,0137-278,B1(대)~지상,3번 출구측
230,3,압구정,E/L,외부#2,0108-323,B1(대)~지상,2번 출구측
231,3,신사,E/L,내부#1,0049-398,B2(승)~B1(대),상행 3-1
232,3,신사,E/L,내부#2,0049-407,B2(승)~B1(대),하행 8-3
233,3,신사,E/L,외부#1,0099-799,B1(대)~지상,1번 출구측
234,3,신사,E/L,외부#2,0110-416,B1(대)~지상,8번 출구측
235,3,잠원,E/L,내부#1,0033-321,B2(승)~B1(대),상행 3-3
236,3,잠원,E/L,내부#2,0035-271,B2(승)~B1(대),하행 8-2
237,3,잠원,E/L,외부#1,0033-320,B1(대)~지상,1번 출구측
238,3,고속터미널,E/L,내부#1,0033-322,B3(승)~B2(대),상행 8-2
239,3,고속터미널,E/L,내부#2,0033-323,B3(승)~B2(대),하행 3-3
240,3,교대(3),E/L,외부#1,0151-807,B1-F1,13번출구
241,3,교대(3),E/L,내부#1,0035-270,B3(승)~B2(대)~B1(대),섬식(상) 4-2
242,3,남부터미널,E/L,내부#1,0101-445,B3(승)~B2(대),상행 3-2
243,3,남부터미널,E/L,내부#2,0101-446,B3(승)~B2(대),하행 8-2
244,3,남부터미널,E/L,외부#1,0093-684,B2(대)~지상,5번 출구측
