호선,역명,호기,승강기번호,설치위치,운행구간,운행방향
1,서울역,1,1800-448,"연결통로(4호선), B2-B1",B2-B1,상행
1,서울역,2,1806-600,"남영 방면2-3, B1-B2",B1-B2,하행
1,서울역,3,1806-599,"시청 방면9-3, B2-B1",B2-B1,상행
1,서울역,4,1810-816,"4번 출구 측, B1-1F",B1-1F,상행
1,서울역,5,1810-817,"4번 출구 측, 1F-B1",1F-B1,하행
1,시청,1,1808-119,"5번 출구 측, 1F-B1",1F-B1,하행
1,시청,2,1808-120,"5번 출구 측, B1-1F",B1-1F,상행
1,시청,3,1809-239,"1번 출구 측, B1-1F",B1-1F,상행
1,종각,1,1810-730,"1번 출구 측, 1F-B1",1F-B1,하행
1,종각,2,1810-729,"1번 출구 측, B1-1F",B1-1F,상행
1,종로가,1,1806-432,"1번 출구 측, 1F-B1",1F-B1,하행
1,종로가,2,1806-431,"1번 출구 측, B1-1F",B1-1F,상행
1,종로가,3,1806-598,"14번 출구 측, 1F-B1",1F-B1,하행
1,종로가,4,1806-597,"14번 출구 측, B1-1F",B1-1F,상행
1,동대문,1,1809-225,"1번 출구 측, B1-1F",B1-1F,상행
1,동묘앞,1,1800-056,"신설동 방면9-1, B2-B3",B2-B3,하행
1,동묘앞,2,1800-055,"신설동 방면9-1, B3-B2",B3-B2,상행
1,동묘앞,3,1800-057,"신설동 방면6-2, B2-B1",B2-B1,상행
1,동묘앞,4,1800-060,"동대문 방면5-4, B2-B1",B2-B1,상행
1,동묘앞,5,1800-061,"동대문 방면2-4, B1-B2",B1-B2,하행
1,동묘앞,6,1800-062,"동대문 방면2-4, B2-B1",B2-B1,상행
1,동묘앞,7,1800-054,"1번 출구 측, 1F-B1",1F-B1,하행
1,동묘앞,8,1800-053,"1번 출구 측, B1-1F",B1-1F,상행
1,동묘앞,9,1800-059,"2번 출구 측, 1F-B1",1F-B1,하행
1,동묘앞,10,1800-058,"2번 출구 측, B1-1F",B1-1F,상행
1,동묘앞,11,1800-063,"3번 출구 측, 1F-B1",1F-B1,하행
1,동묘앞,12,1800-064,"3번 출구 측, B1-1F",B1-1F,상행
1,제기동,1,1809-138,"2번 출구 측, 1F-B1",1F-B1,하행
1,제기동,2,1809-139,"2번 출구 측, B1-1F",B1-1F,상행
1,청량리,1,1809-136,"6번 출구 측, 1F-B1",1F-B1,하행
1,청량리,2,1809-137,"6번 출구 측, B1-1F",B1-1F,상행
1,청량리,3,1806-436,"2번 출구 측, 1F-B1",1F-B1,하행
1,청량리,4,1806-435,"2번 출구 측, B1-1F",B1-1F,상행
2,시청,3,1808-578,"대합실(1호선 환승통로 방면), B1-B2",B1-B2,하행
2,시청,4,1808-577,"대합실(1호선 환승통로 방면), B2-B1",B2-B1,상행
2,시청,5,1808-576,"대합실(1호선 환승통로 방면), B1-B2",B1-B2,하행
2,시청,6,1808-575,"대합실(1호선 환승통로 방면), B2-B1",B2-B1,상행
2,을지로입구,1,1801-058,"8번 출구 측, 1F-B1",1F-B1,하행
2,을지로입구,2,1801-059,"8번 출구 측, B1-1F",B1-1F,상행
2,을지로입구,3,1800-931,"1번 출구 측, 1F-연결통로",1F-연결통로,하행
2,을지로입구,4,1800-930,"1번 출구 측, 연결통로-1F",연결통로-1F,상행
2,을지로입구,5,1800-933,"1번 출구 측, B1-연결통로",B1-연결통로,상행
2,을지로입구,6,1800-932,"1번 출구 측, 연결통로-B1",연결통로-B1,하행
2,을지로가,1,1808-584,"5번 출구 측, 1F-B1",1F-B1,하행
2,을지로가,2,1808-583,"5번 출구 측, B1-1F",B1-1F,상행
2,동대문역사문화공원,1,1800-722,"3번 출구 측, 1F-B1",1F-B1,하행
2,동대문역사문화공원,2,1800-723,"3번 출구 측, B1-1F",B1-1F,상행
2,신당,1,1801-299,"3번 출구 측, 1F-B1",1F-B1,하행
2,신당,2,1801-244,"3번 출구 측, B1-1F",B1-1F,상행
2,상왕십리,1,1812-874,"1번 출구 측, 1F-B1",1F-B1,하행
2,상왕십리,2,1812-873,"1번 출구 측, B1-1F",B1-1F,상행
2,상왕십리,3,1812-872,"1번 출구 측, B1-B2",B1-B2,하행
2,상왕십리,4,1812-871,"1번 출구 측, B2-B1",B2-B1,상행
2,상왕십리,5,1809-944,"1-1번 출구 측, 1F-B1",1F-B1,하행
2,상왕십리,6,1809-943,"1-1번 출구 측, B1-1F",B1-1F,상행
2,상왕십리,7,1809-942,"1-1번 출구 측, B1-B2",B1-B2,하행
2,상왕십리,8,1809-941,"1-1번 출구 측, B2-B1",B2-B1,상행
2,왕십리,1,1801-006,"3번 출구 측, 1F-B1",1F-B1,하행
2,왕십리,2,1800-400,"3번 출구 측, B1-1F",B1-1F,상행
2,왕십리,3,1809-216,"상왕십리 방면7-7, B1-B2",B1-B2,하행
2,왕십리,4,1809-217,"상왕십리 방면7-7, B2-B1",B2-B1,상행
2,왕십리,5,1809-218,"한양대 방면2-3, B1-B2",B1-B2,하행
2,왕십리,6,1809-219,"한양대 방면2-3, B2-B1",B2-B1,상행
2,왕십리,7,1808-501,"한양대 방면3-1, B1-B2",B1-B2,하행
2,왕십리,8,1808-502,"한양대 방면3-1, B2-B1",B2-B1,상행
2,한양대,1,1800-556,"1번 출구 측, 2F-1F",2F-1F,하행
2,한양대,2,1800-555,"1번 출구 측, 1F-2F",1F-2F,상행
2,뚝섬,1,1808-121,"5번 출구 측, 2F-1F",2F-1F,하행
2,뚝섬,2,1801-057,"5번 출구 측, 1F-2F",1F-2F,상행
2,뚝섬,3,1800-470,"2번 출구 측, 2F-1F",2F-1F,하행
2,뚝섬,4,1800-471,"2번 출구 측, 1F-2F",1F-2F,상행
2,뚝섬,5,1800-472,"8번 출구 측, 2F-1F",2F-1F,하행
2,뚝섬,6,1800-473,"8번 출구 측, 1F-2F",1F-2F,상행
2,뚝섬,7,1812-506,"3번 출구 측, 2F-1F",2F-1F,하행
2,뚝섬,8,1812-505,"3번 출구 측, 1F-2F",1F-2F,상행
2,성수,1,1809-487,"1번 출구 측, 2F-1F",2F-1F,하행
2,성수,2,1809-486,"1번 출구 측, 1F-2F",1F-2F,상행
2,성수,3,1809-489,"2번 출구 측, 2F-1F",2F-1F,하행
2,성수,4,1809-488,"2번 출구 측, 1F-2F",1F-2F,상행
2,성수,5,1809-490,"3번 출구 측, 2F-1F",2F-1F,하행
2,성수,6,1809-491,"3번 출구 측, 1F-2F",1F-2F,상행
2,성수,7,1809-492,"4번 출구 측, 2F-1F",2F-1F,하행
2,성수,8,1809-493,"4번 출구 측, 1F-2F",1F-2F,상행
2,용두,1,1809-045,"신설동 방면2-4, B2-B1",B2-B1,상행
2,용두,2,1809-046,"신답 방면3-1, B2-B1",B2-B1,상행
2,용두,3,1809-049,"1번 출구 측, 1F-B1",1F-B1,하행
2,용두,4,1809-050,"1번 출구 측, B1-1F",B1-1F,상행
2,용두,5,1809-051,"2번 출구 측, 1F-B1",1F-B1,하행
2,용두,6,1809-052,"2번 출구 측, B1-1F",B1-1F,상행
2,용두,7,1809-047,"3번 출구 측, 1F-B1",1F-B1,하행
2,용두,8,1809-048,"3번 출구 측, B1-1F",B1-1F,상행
2,용두,9,1809-053,"4번 출구 측, 1F-B1",1F-B1,하행
2,용두,10,1809-054,"4번 출구 측, B1-1F",B1-1F,상행
2,용두,11,1809-055,"5번 출구 측, 1F-B1",1F-B1,하행
2,용두,12,1809-056,"5번 출구 측, B1-1F",B1-1F,상행
2,건대입구,1,1801-062,"6번 출구 측, 2F-1F",2F-1F,하행
2,건대입구,2,1801-063,"6번 출구 측, 1F-2F",1F-2F,상행
2,구의,1,1809-196,"1번 출구 측, 2F-1F",2F-1F,하행
2,구의,2,1809-197,"1번 출구 측, 1F-2F",1F-2F,상행
2,구의,3,1803-426,"4번 출구 측, 2F-1F",2F-1F,하행
2,구의,4,1803-427,"4번 출구 측, 1F-2F",1F-2F,상행
2,구의,5,1806-177,"2번 출구 측, 2F-1F",2F-1F,하행
2,구의,6,1806-178,"2번 출구 측, 1F-2F",1F-2F,상행
2,강변,1,1811-789,"잠실나루 방면7-4, 2F-1F",2F-1F,하행
2,강변,2,1811-788,"잠실나루 방면7-4, 1F-2F",1F-2F,상행
2,잠실나루,1,1806-940,"대합실(2,3번 출구), M1-1F",M1-1F,하행
2,잠실나루,2,1806-939,"대합실(2,3번 출구), 1F-M1",1F-M1,상행
2,잠실나루,3,1809-597,"강변 방면10-1, M1-2F",M1-2F,상행
2,잠실나루,4,1809-598,"잠실 방면1-4, 2F-M1",2F-M1,상행
2,잠실,1,1801-758,"5번 출구 측, 1F-B1",1F-B1,하행
2,잠실,2,1801-757,"5번 출구 측, B1-1F",B1-1F,상행
2,잠실,3,1808-875,"1번 출구 측, 1F-B1",1F-B1,하행
2,잠실,4,1808-874,"1번 출구 측, B1-1F",B1-1F,상행
2,잠실,5,1807-812,"2번 출구 측, 1F-B1",1F-B1,하행
2,잠실,6,1807-811,"2번 출구 측, B1-1F",B1-1F,상행
2,잠실새내,1,1802-837,"1번 출구 측, B1-1F",B1-1F,상행
2,잠실새내,2,1802-836,"2번 출구 측, 1F-B1",1F-B1,하행
2,잠실새내,3,1802-748,"2번 출구 측, B1-1F",B1-1F,상행
2,잠실새내,4,1802-928,"5번 출구 측, 1F-B1",1F-B1,하행
2,잠실새내,5,1802-929,"5번 출구 측, B1-1F",B1-1F,상행
2,잠실새내,6,1802-930,"6번 출구 측, 1F-B1",1F-B1,하행
2,잠실새내,7,1802-931,"6번 출구 측, B1-1F",B1-1F,상행
2,잠실새내,8,1802-838,"7번 출구 측, 1F-B1",1F-B1,하행
2,잠실새내,9,1802-839,"7번 출구 측, B1-1F",B1-1F,상행
2,잠실새내,10,1802-609,"8번 출구 측, 1F-B1",1F-B1,하행
2,잠실새내,11,1802-749,"8번 출구 측, B1-1F",B1-1F,상행
2,종합운동장,1,1801-772,"4번 출구 측, 1F-B1",1F-B1,하행
2,종합운동장,2,1801-773,"4번 출구 측, B1-1F",B1-1F,상행
2,종합운동장,3,1809-564,"8번 출구 측, B1-1F",B1-1F,상행
2,종합운동장,4,1811-804,"1번 출구 측, 1F-B1",1F-B1,하행
2,종합운동장,5,1811-803,"1번 출구 측, B1-1F",B1-1F,상행
2,삼성,1,1805-214,"3번 출구 측, 1F-B1",1F-B1,하행
2,삼성,2,1805-215,"3번 출구 측, B1-1F",B1-1F,상행
2,삼성,3,1811-348,"7번 출구 측, 1F-B1",1F-B1,하행
2,삼성,4,1811-347,"7번 출구 측, B1-1F",B1-1F,상행
2,선릉,1,1802-744,"4번 출구 측, 1F-B1",1F-B1,하행
2,선릉,2,1802-745,"4번 출구 측, B1-1F",B1-1F,상행
2,역삼,1,1805-221,"대합실(1,2,5,6,7,8번 출구 방면), B1-B2",B1-B2,하행
2,역삼,2,1805-222,"대합실(1,2,5,6,7,8번 출구 방면), B2-B1",B2-B1,상행
2,역삼,3,1805-223,"대합실(1,2,5,6,7,8번 출구 방면), B1-B2",B1-B2,하행
2,역삼,4,1805-224,"대합실(1,2,5,6,7,8번 출구 방면), B2-B1",B2-B1,상행
2,역삼,5,1805-225,"1,2번 출구 방면 통로, BM-B1",BM-B1,하행
2,역삼,6,1805-226,"1,2번 출구 방면 통로, B1-BM",B1-BM,상행
2,역삼,7,1805-227,"5~8번 출구 방면 통로, BM-B1",BM-B1,하행
2,역삼,8,1805-228,"5~8번 출구 방면 통로, B1-BM",B1-BM,상행
2,역삼,9,1801-837,"3번 출구 측, 1F-B2",1F-B2,하행
2,역삼,10,1801-830,"3번 출구 측, B2-1F",B2-1F,상행
2,역삼,11,1805-229,"4번 출구 측, 1F-B2",1F-B2,하행
2,역삼,12,1805-230,"4번 출구 측, B2-1F",B2-1F,상행
2,역삼,13,1812-137,"2번 출구 측, 1F-B1",1F-B1,하행
2,역삼,14,1812-138,"2번 출구 측, B1-1F",B1-1F,상행
2,교대,1,1801-775,"6번 출구 측, 1F-B1",1F-B1,하행
2,교대,2,1801-774,"6번 출구 측, B1-1F",B1-1F,상행
2,서초,1,1802-697,"6번 출구 측, 1F-B1",1F-B1,하행
2,서초,2,1802-698,"6번 출구 측, B1-1F",B1-1F,상행
2,서초,3,1806-990,"3번 출구 측, 1F-B1",1F-B1,하행
2,서초,4,1806-989,"3번 출구 측, B1-1F",B1-1F,상행
2,서초,5,1807-000,"4번 출구 측, 1F-B1",1F-B1,하행
2,서초,6,1806-999,"4번 출구 측, B1-1F",B1-1F,상행
2,서초,7,1808-896," 3,4번 출구 측, 1F-B1",1F-B1,하행
2,서초,8,1808-892," 3,4번 출구 측, B1-1F",B1-1F,상행
2,방배,1,1809-590,"4번 출구 측, 1F-B1",1F-B1,하행
2,방배,2,1809-589,"4번 출구 측, B1-1F",B1-1F,상행
2,사당,1,1804-019,"방배 방면3-3, B1-B2",B1-B2,하행
2,사당,2,1804-274,"방배 방면3-3, B2-B1",B2-B1,상행
2,사당,3,1804-020,"방배 방면8-1, B1-B2",B1-B2,하행
2,사당,4,1804-276,"방배 방면8-1, B2-B1",B2-B1,상행
2,사당,5,1804-021,"낙성대 방면3-3, B1-B2",B1-B2,하행
2,사당,6,1804-275,"낙성대 방면3-3, B2-B1",B2-B1,상행
2,사당,7,1804-277,"낙성대 방면8-1, B1-B2",B1-B2,하행
2,사당,8,1804-022,"낙성대 방면8-1, B2-B1",B2-B1,상행
2,사당,9,1804-023,"14번 출구 측, 1F-B1",1F-B1,하행
2,사당,10,1804-024,"14번 출구 측, B1-1F",B1-1F,상행
2,사당,11,1804-025,"5번 출구 측, 1F-B1",1F-B1,하행
2,사당,12,1804-026,"5번 출구 측, B1-1F",B1-1F,상행
2,낙성대,1,1803-573,"4번 출구 측, 1F-B1",1F-B1,하행
2,낙성대,2,1803-574,"4번 출구 측, B1-1F",B1-1F,상행
2,낙성대,3,1807-750,"1번 출구 측, 1F-B1",1F-B1,하행
2,낙성대,4,1807-749,"1번 출구 측, B1-1F",B1-1F,상행
2,낙성대,5,1813-254,"5번 출구 측, 1F-B1",1F-B1,하행
2,낙성대,6,1813-233,"5번 출구 측, B1-1F",B1-1F,상행
2,낙성대,7,1815-796,"8번 출구 측, B1-1F",B1-1F,상행
2,낙성대,8,1815-797,"8번 출구 측, 1F-B1",1F-B1,하행
2,서울대입구,1,1803-446,"봉천 방면9-1, B2-B1",B2-B1,상행
2,서울대입구,2,1803-447,"봉천 방면6-1, B1-B2",B1-B2,하행
2,서울대입구,3,1803-448,"낙성대 방면5-3, B2-B1",B2-B1,상행
2,서울대입구,4,1803-449,"낙성대 방면9-1 , B2-B1",B2-B1,상행
2,서울대입구,5,1803-450,"3번 출구 측, 1F-B1",1F-B1,하행
2,서울대입구,6,1803-451,"3번 출구 측, B1-1F",B1-1F,상행
2,서울대입구,7,1803-452,"4번 출구 측, 1F-B1",1F-B1,하행
2,서울대입구,8,1803-453,"4번 출구 측, B1-1F",B1-1F,상행
2,봉천,1,1807-211,"서울대입구 방면5-3, B1-B2",B1-B2,하행
2,봉천,2,1807-210,"서울대입구 방면6-2, B2-B1",B2-B1,상행
2,봉천,3,1807-213,"3번 출구 측, 1F-B1",1F-B1,하행
2,봉천,4,1807-212,"3번 출구 측, B1-1F",B1-1F,상행
2,봉천,5,1807-215,"6번 출구 측, 1F-B1",1F-B1,하행
2,봉천,6,1807-214,"6번 출구 측, B1-1F",B1-1F,상행
2,봉천,7,1815-784,"4번 출구 측, 1F-B1",1F-B1,하행
2,봉천,8,1815-785,"4번 출구 측, B1-1F",B1-1F,상행
2,신림,2,1803-563,"2번 출구 측, B1-1F",B1-1F,상행
2,신림,3,1803-562,"2번 출구 측, 1F-B1",1F-B1,하행
2,신림,4,1810-998,"4번 출구 측, B1-1F",B1-1F,상행
2,신림,5,1810-999,"4번 출구 측, 1F-B1",1F-B1,하행
2,신대방,1,1803-536,"구로디지털단지 방면3-4, 2F-3F",2F-3F,하행
2,신대방,2,1803-537,"구로디지털단지 방면3-4, 3F-2F",3F-2F,상행
2,신대방,3,1803-538,"구로디지털단지 방면8-3, 2F-3F",2F-3F,하행
2,신대방,4,1803-539,"구로디지털단지 방면8-3, 3F-2F",3F-2F,상행
2,신대방,5,1803-540,"신림 방면3-1, 2F-3F",2F-3F,하행
2,신대방,6,1803-541,"신림 방면3-1, 3F-2F",3F-2F,상행
2,신대방,7,1803-542,"신림 방면7-1, 2F-3F",2F-3F,하행
2,신대방,8,1803-543,"신림 방면7-1, 3F-2F",3F-2F,상행
2,구로디지털단지,1,1803-560,"2번 출구 측, 1F-2F",1F-2F,상행
2,구로디지털단지,2,1803-561,"3번 출구 측, 2F-1F",2F-1F,하행
2,구로디지털단지,3,1803-558,"5번 출구 측, 2F-1F",2F-1F,하행
2,구로디지털단지,4,1803-559,"5번 출구 측, 1F-2F",1F-2F,상행
2,대림,1,1803-788,"1번 출구 측, 2F-1F",2F-1F,하행
2,대림,2,1803-789,"1번 출구 측, 1F-2F",1F-2F,상행
2,대림,3,1803-791,"8번 출구 측, 2F-1F",2F-1F,하행
2,대림,4,1803-790,"8번 출구 측, 1F-2F",1F-2F,상행
2,대림,5,1807-691,"5번 출구 측, 2F-1F",2F-1F,하행
2,대림,6,1807-690,"5번 출구 측, 1F-2F",1F-2F,상행
2,신도림,1,1803-777,"대림 방면7-3, B3-B2",B3-B2,상행
2,신도림,2,1803-776,"대림 방면7-3, B3-B2",B3-B2,상행
2,신도림,3,1807-302,"문래 방면4-1, B3-B2",B3-B2,상행
2,신도림,4,1808-850,"대림 방면4-2, B3-B2",B3-B2,상행
2,신도림,5,1808-849,"대림 방면4-2, B2-B3",B2-B3,하행
2,신도림,6,1808-848,"대림 방면5-1, B3-B2",B3-B2,상행
2,신도림,7,1808-847,"대림 방면5-1, B2-B3",B2-B3,하행
2,신도림,8,1808-846,"대림 방면7-3, B3-B2",B3-B2,상행
2,신도림,9,1808-845,"대림 방면7-3, B2-B3",B2-B3,하행
2,양천구청,1,1811-000,"2번 출구 측, 1F-B1",1F-B1,하행
2,양천구청,2,1811-009,"2번 출구 측, B1-1F",B1-1F,상행
2,신정네거리,1,3810-962,"1번 출구 측, 1F-B1",1F-B1,하행
2,신정네거리,2,3810-961,"1번 출구 측, B1-1F",B1-1F,상행
2,신정네거리,3,1811-015,"2번 출구 측, 1F-B1",1F-B1,하행
2,신정네거리,4,1811-014,"2번 출구 측, B1-1F",B1-1F,상행
2,문래,1,1807-182,"1번 출구 측, 1F-B1",1F-B1,하행
2,문래,2,1807-181,"1번 출구 측, B1-1F",B1-1F,상행
2,문래,3,1807-184,"2번 출구 측, 1F-B1",1F-B1,하행
2,문래,4,1807-183,"2번 출구 측, B1-1F",B1-1F,상행
2,영등포구청,1,1803-525,"1번 출구 측, 1F-B1",1F-B1,하행
2,영등포구청,2,1803-524,"1번 출구 측, B1-1F",B1-1F,상행
2,당산,1,1803-575,"3번 출구 측, 1F-2F",1F-2F,상행
2,합정,1,1800-427,"당산 방면4-1, B2-B1",B2-B1,상행
2,합정,2,1800-428,"홍대입구 방면7-3, B2-B1",B2-B1,상행
2,합정,3,1809-484,"2번 출구 측, 1F-B2",1F-B2,하행
2,합정,4,1809-485,"2번 출구 측, B2-1F",B2-1F,상행
2,홍대입구,1,1800-425,"신촌 방면7-3, 합정 방면4-2, B1-B2",B1-B2,하행
2,홍대입구,2,1800-426,"합정 방면4-1, 신촌 방면7-4, B2-B1",B2-B1,상행
2,홍대입구,3,1808-983,"2번 출구 측, 1F-B1",1F-B1,하행
2,홍대입구,4,1808-984,"2번 출구 측, B1-1F",B1-1F,상행
2,홍대입구,5,1808-585,"1번 출구 측, 1F-B1",1F-B1,하행
2,홍대입구,6,1808-586,"1번 출구 측, B1-1F",B1-1F,상행
2,홍대입구,7,1808-587,"1번 출구 측, 1F-B1",1F-B1,하행
2,홍대입구,8,1808-588,"1번 출구 측, B1-1F",B1-1F,상행
2,신촌,1,1808-986,"7번 출구 측, 1F-B1",1F-B1,하행
2,신촌,2,1808-985,"7번 출구 측, B1-1F",B1-1F,상행
2,신촌,3,1813-888,"6번 출구 측, 1F-B1",1F-B1,하행
2,신촌,4,1813-887,"6번 출구 측, B1-1F",B1-1F,상행
2,이대,1,1800-770,"아현 방면9-3, 신촌 방면2-2, B2-B3",B2-B3,하행
2,이대,2,1800-771,"신촌 방면2-2, 아현 방면9-3, B3-B2",B3-B2,상행
2,이대,3,1800-772,"아현 방면2-2, 신촌 방면9-3, B2-B3",B2-B3,하행
2,이대,4,1800-759,"신촌 방면9-3, 아현 방면2-2, B3-B2",B3-B2,상행
2,아현,1,1810-493,"1번 출구 측, 1F-B1",1F-B1,하행
2,아현,2,1810-492,"1번 출구 측, B1-1F",B1-1F,상행
2,충정로,1,1809-482,"시청 방면7-1, 아현 방면4-4, B2-B3",B2-B3,하행
2,충정로,2,1809-483,"아현 방면4-4, 시청 방면7-1, B3-B2",B3-B2,상행
2,충정로,3,1809-207,"1,2,5,6번 출구 측, B1-B2",B1-B2,하행
2,충정로,4,1809-208,"1,2,5,6번 출구 측, B2-B1",B2-B1,상행
3,구파발,1,1808-122,"3번 출구 측, 1F-B1",1F-B1,하행
3,구파발,2,1808-123,"3번 출구 측, B1-1F",B1-1F,상행
3,구파발,3,1813-947,"2번 출구 측, B1-1F",B1-1F,상행
3,구파발,4,1813-948,"2번 출구 측, 1F-B1",1F-B1,하행
3,연신내,1,1800-463,"2번 출구 측, 1F-B1",1F-B1,하행
3,연신내,2,1800-464,"2번 출구 측, B1-1F",B1-1F,상행
3,연신내,3,1800-465,"4번 출구 측, 1F-B1",1F-B1,하행
3,연신내,4,1801-575,"4번 출구 측, B1-1F",B1-1F,상행
3,불광,1,1808-124,"5번 출구 측, 1F-B1",1F-B1,하행
3,불광,2,1808-125,"5번 출구 측, B1-1F",B1-1F,상행
3,녹번,1,1813-890,"1번 출구 측, 1F-B1",1F-B1,하행
3,녹번,2,1813-889,"1번 출구 측, B1-1F",B1-1F,상행
3,독립문,1,1800-879,"무악재 방면7-1, 경복궁 방면4-4, B3-B2",B3-B2,상행
3,독립문,2,1800-898,"무악재 방면4-1, 경복궁 방면7-4, B3-B2",B3-B2,상행
3,독립문,3,1806-175,"대합실(5번 출구 측), B2-B1",B2-B1,상행
3,독립문,4,1806-176,"대합실(5번 출구 측), B1-B2",B1-B2,하행
3,독립문,5,1810-780,"3-1번 출구 측, 1F-B1",1F-B1,하행
3,독립문,6,1810-779,"3-1번 출구 측, B1-1F",B1-1F,상행
3,경복궁,1,1800-315,"안국 방면9-1, 독립문 방면2-4, B2-B3",B2-B3,하행
3,경복궁,2,1800-308,"독립문 방면2-4, 안국 방면9-1, B3-B2",B3-B2,상행
3,경복궁,3,1800-003,"안국 방면8-3, 독립문 방면3-2, B2-B3",B2-B3,하행
3,경복궁,4,1800-004,"독립문 방면3-2, 안국 방면8-3, B3-B2",B3-B2,상행
3,경복궁,5,1800-309,"대합실, B1-B2",B1-B2,하행
3,경복궁,6,1800-310,"대합실, B2-B1",B2-B1,상행
3,경복궁,7,1800-005,"대합실, B1-B2",B1-B2,하행
3,경복궁,8,1800-006,"대합실, B2-B1",B2-B1,상행
3,경복궁,9,1810-126,"3-1번 출구 측 , 1F-B1",1F-B1,하행
3,경복궁,10,1810-125,"3-1번 출구 측 , B1-1F",B1-1F,상행
3,안국,1,1801-132,"종로3가 방면7-2, 경복궁 방면4-3, B3-B4",B3-B4,하행
3,안국,2,1801-133,"경복궁 방면4-3, 종로3가 방면7-2, B4-B3",B4-B3,상행
3,안국,3,1801-134,"종로3가 방면4-4, 경복궁 방면7-1, B3-B4",B3-B4,하행
3,안국,4,1801-135,"경복궁 방면7-1, 종로3가 방면4-4, B4-B3",B4-B3,상행
3,안국,5,1801-136,"대합실(5-1번 출구 측), B2-B3",B2-B3,하행
3,안국,6,1801-137,"대합실(5-1번 출구 측), B3-B2",B3-B2,상행
3,안국,7,1801-138,"대합실(2,3,4,5번 출구 측), B2-B3",B2-B3,하행
